"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol"
"ENSG00000135801",1267.36331225961,-0.164877279036026,0.0975565245457817,-1.69006921683287,0.0910147132966426,0.287303205945727,"TAF5L"
"ENSG00000135821",4516.56112134141,-0.0925431179131767,0.0778732632809169,-1.18838114667598,0.234683280759345,0.506796111879033,"GLUL"
"ENSG00000135823",1655.24277281131,0.205888235334919,0.0800397953935888,2.57232335893016,0.0101018491012462,0.0620594540974927,"STX6"
"ENSG00000135828",407.417701234521,0.296419177481461,0.119553529821815,2.47938457294611,0.0131609319910929,0.075684567448752,"RNASEL"
"ENSG00000135829",8789.47940043195,-0.0133805326931097,0.0659622063735752,-0.20285150283375,0.839251101240838,0.935679861560662,"DHX9"
"ENSG00000135835",312.223604706799,-0.182488968700997,0.143984048220272,-1.26742490544382,0.205003399126333,0.469669378032242,"KIAA1614"
"ENSG00000135837",1485.23795393131,0.114881805873864,0.150319624878991,0.764250216605751,0.444718146356229,0.704432313769108,"CEP350"
"ENSG00000135838",237.339274588723,0.388439699077535,0.17035494603075,2.28017858082864,0.0225970991524356,0.1120149730298,"NPL"
"ENSG00000135842",3597.34557936852,-0.459768285774798,0.134385173414073,-3.42127240747119,0.000623288681902736,0.0066373459260258,"NIBAN1"
"ENSG00000135845",1422.4779798176,-0.251761472342146,0.072713443680152,-3.46237861391328,0.000535423372948452,0.00586223649842752,"PIGC"
"ENSG00000135862",19288.8684903109,0.168495068985133,0.0710523006192764,2.37142312798553,0.0177197322977093,0.0941132148520003,"LAMC1"
"ENSG00000135870",1263.90047528078,0.326127368002059,0.18327305545599,1.77946161911604,0.0751641119452355,0.254897831625936,"RC3H1"
"ENSG00000135899",953.015298896355,0.165761172565529,0.0870602459951891,1.90398235923533,0.0569124817017024,0.213303654430998,"SP110"
"ENSG00000135900",1189.88876960737,0.0690977668073607,0.10154193845343,0.680485008064434,0.496197411328516,0.741612291123862,"MRPL44"
"ENSG00000135903",29.8566076380179,0.238226511245825,0.429834271094476,0.55422875109338,0.579422304139326,0.796592905778766,"PAX3"
"ENSG00000135905",579.367314608592,0.762260502965539,0.262332990729162,2.90569821525998,0.00366434676892063,0.0281053183069403,"DOCK10"
"ENSG00000135912",796.457734008317,-0.255224928199837,0.107887196331593,-2.3656646652991,0.0179977377552638,0.0954147882561751,"TTLL4"
"ENSG00000135913",406.223389714345,-0.52717494280567,0.209342361429151,-2.5182430312084,0.0117941909640403,0.0694721631321515,"USP37"
"ENSG00000135916",3649.14171294697,-0.216786894497174,0.103119981445737,-2.10227825352403,0.0355289083874202,0.155147737980758,"ITM2C"
